RowNumber,CustomerId,source,Rating,Destination,Gender,Age,Frequency,noofpassanger,Class,MealTaken,TotalTransation,Exited
5132,15707479,australia,664,France,Male,40,7,1,1,0,122073.48,0
5133,15579826,england,439,France,Female,66,9,1,1,0,65535.56,0
5134,15668104,india,479,Spain,Male,37,6,1,0,1,160060.9,0
5135,15641604,australia,850,France,Female,55,10,1,1,0,155879.57,1
5136,15587240,england,518,France,Male,40,4,2,0,1,194416.58,0
5137,15680767,india,717,Germany,Female,64,10,2,1,1,21630.21,0
5138,15601594,australia,698,France,Female,51,6,4,1,0,157143.61,1
5139,15589969,england,850,France,Male,34,6,1,0,1,52796.31,0
5140,15703728,india,700,Spain,Male,47,4,1,1,0,121798.52,1
5141,15617790,australia,626,France,Female,29,4,2,0,0,41104.82,0
5142,15662500,england,774,Spain,Male,32,9,2,1,0,10604.48,0
5143,15778526,india,719,Spain,Female,48,5,2,0,0,78563.66,0
5144,15670584,australia,646,Spain,Male,31,2,1,1,1,170821.43,1
5145,15748069,england,485,France,Female,25,3,1,1,1,113266.09,0
5146,15680597,india,784,Germany,Male,38,1,1,1,1,171768.76,0
5147,15628992,india,850,Germany,Male,32,2,2,0,0,54416.18,0
5148,15719624,australia,669,France,Female,38,9,1,1,0,130755.34,0
5149,15812767,england,731,Spain,Male,70,3,2,1,1,141180.66,0
5150,15689201,india,721,France,Female,49,1,1,0,1,183421.76,0
5151,15614716,australia,515,France,Female,37,0,1,1,1,132770.11,0
5152,15683618,england,774,France,Female,35,3,1,1,1,24400.37,0
5153,15799631,india,585,Spain,Male,36,10,2,1,1,180318.6,0
5154,15692259,australia,695,France,Female,29,9,2,1,0,111565.45,0
5155,15590966,england,729,Germany,Female,42,4,2,0,0,2002.5,0
5156,15656426,india,713,France,Female,42,3,2,0,0,82565.01,0
5157,15675256,australia,555,Spain,Male,33,5,1,0,1,121789.3,0
5158,15751185,england,699,Spain,Female,50,0,1,1,0,193785.87,0
5159,15789582,india,587,France,Male,55,9,1,1,0,64593.07,0
5160,15651103,australia,762,Spain,Female,69,9,1,1,1,196993.69,0
5161,15672299,england,510,France,Male,44,6,2,1,1,175518.31,0
5162,15772250,india,842,Spain,Male,46,9,1,0,0,17268.02,0
5163,15763922,india,608,France,Male,31,7,2,1,0,60901.72,0
5164,15633870,australia,850,France,Female,36,10,2,1,1,100750.03,0
5165,15624323,england,642,France,Male,36,4,2,1,1,195224.91,0
5166,15688612,india,850,France,Male,33,7,1,0,0,3510.18,0
5167,15694644,australia,455,Spain,Female,43,6,1,1,1,81250.79,0
5168,15587174,england,726,France,Male,29,7,2,1,1,91844.14,1
5169,15579559,india,544,Spain,Male,30,8,1,1,1,80676.83,0
5170,15775430,australia,651,Germany,Male,31,7,2,1,0,129912.74,0
5171,15623695,england,814,France,Female,31,4,2,1,1,142029.17,0
5172,15760849,india,537,France,Male,39,2,2,1,1,137651.6,0
5173,15813095,australia,553,France,Male,37,2,2,1,0,33877.29,0
5174,15705281,england,800,Spain,Male,38,9,1,1,0,78744.39,0
5175,15812594,india,791,France,Male,34,7,2,1,0,96734.46,0
5176,15626322,australia,699,Spain,Female,29,9,2,1,0,164756.81,0
5177,15723105,england,756,France,Female,28,6,1,1,1,164394.65,0
5178,15588449,india,591,Spain,Female,27,5,1,0,1,162501.83,1
5179,15794849,india,850,Germany,Male,22,7,2,0,0,10541.38,0
5180,15620000,australia,760,Germany,Male,34,6,2,1,1,59325.21,0
5181,15799720,england,569,Spain,Male,43,8,2,0,1,178187.28,0
5182,15711287,india,661,Spain,Female,35,5,1,1,0,142626.49,0
5183,15613102,australia,670,France,Female,31,2,1,1,1,181893.31,1
5184,15621440,england,694,France,Male,38,1,2,0,1,156858.2,0
5185,15677146,india,728,France,Female,28,4,2,1,0,33074.51,0
5186,15801169,australia,764,Germany,Female,39,9,1,1,0,50072.94,1
5187,15722425,england,639,France,Male,32,9,2,1,0,111340.36,0
5188,15682421,india,683,France,Female,30,2,2,0,1,100496.84,1
5189,15691910,australia,663,Spain,Male,30,4,3,1,0,101371.05,0
5190,15721779,england,826,Spain,Male,41,5,2,0,0,180934.67,0
5191,15579548,india,735,Spain,Male,36,5,2,1,0,105152.17,0
5192,15681075,australia,682,France,Female,58,1,1,1,1,706.5,0
5193,15607884,england,663,France,Female,39,8,2,1,1,101168.9,0
5194,15767757,india,562,Spain,Female,29,9,1,1,1,6795.61,0
5195,15791550,australia,696,France,Male,27,4,2,0,0,196111.35,0
5196,15658589,england,850,Spain,Male,38,2,1,1,1,171960.76,0
5197,15670822,india,719,France,Female,22,7,1,1,1,177497.4,0
5198,15629744,australia,804,France,Female,71,8,2,0,1,147995.96,0
5199,15660768,england,604,France,Male,40,1,1,0,0,36209.1,0
5200,15726310,india,782,Spain,Female,27,3,2,1,0,143614.01,0
5201,15641298,australia,512,Germany,Male,42,9,2,1,0,14828.54,0
5202,15625675,england,569,France,Male,36,1,1,1,0,154775.7,0
5203,15713354,india,597,Germany,Female,22,6,1,1,0,70529,1
5204,15633866,india,753,Germany,Male,30,1,1,1,1,57896.27,0
5205,15704231,australia,430,France,Female,33,8,1,1,1,69759.91,0
5206,15735400,england,756,France,Male,28,8,1,1,0,89938.08,0
5207,15632826,india,493,France,Male,38,3,1,1,0,89578.32,0
5208,15751022,australia,777,Germany,Female,37,10,2,1,1,73464.88,0
5209,15664737,england,779,Spain,Female,38,7,2,1,1,138542.87,0
5210,15681126,india,702,Spain,Female,38,2,1,1,1,161888.63,0
5211,15738954,australia,551,France,Male,35,7,2,0,0,86937.2,0
5212,15662263,england,749,Germany,Male,22,4,2,1,1,42241.54,0
5213,15621611,india,742,Germany,Male,55,5,1,0,1,121207.66,1
5214,15783752,australia,752,Germany,Male,29,4,1,1,1,102930.46,0
5215,15709474,england,740,Germany,Female,57,3,2,1,1,65121.63,1
5216,15701280,india,576,France,Male,24,3,1,0,1,78498.04,1
5217,15671104,australia,637,Spain,Male,43,3,1,1,1,104769.96,0
5218,15796434,england,724,France,Male,28,5,1,1,1,96498.14,0
5219,15781505,india,685,France,Male,20,4,2,1,0,38691.34,0
5220,15625819,india,625,France,Female,38,7,1,1,0,164804.02,0
5221,15753174,australia,571,Germany,Male,37,9,3,1,0,104152.65,1
5222,15654067,england,584,Spain,Female,29,4,2,1,0,88866.92,0
5223,15724719,india,550,France,Female,22,7,1,1,0,129890.94,0
5224,15624695,australia,662,Spain,Female,72,7,1,0,1,179258.67,0
5225,15718216,england,803,Spain,Male,43,3,1,1,0,72051.44,0
5226,15586300,india,615,France,Male,66,7,2,1,1,74580.8,0
5227,15783349,australia,481,Spain,Male,39,1,1,1,1,123995.15,0
5228,15725767,england,701,France,Male,23,3,2,1,0,38960.59,0
5229,15791925,india,751,France,Male,29,10,1,0,1,94951.27,0
5230,15793585,australia,675,France,Male,35,8,2,1,1,56642.97,0
5231,15576641,england,733,Germany,Male,40,5,2,1,1,50783.1,0
5232,15749519,india,822,France,Male,38,6,3,1,0,9149.96,1
5233,15684960,australia,559,France,Female,46,5,1,1,0,21006.1,1
5234,15591286,england,731,Germany,Female,49,4,1,1,1,33759.41,1
5235,15668323,india,678,France,Female,41,1,1,1,0,196622.28,1
5236,15608528,india,645,France,Female,68,9,4,1,1,176353.87,1
5237,15645184,australia,701,France,Male,29,2,2,1,0,176943.59,0
5238,15702566,england,554,Spain,Male,26,8,1,1,1,177966.24,0
5239,15660840,india,723,France,Male,30,3,1,1,0,162198.32,0
5240,15750811,australia,766,Germany,Male,44,3,1,0,0,197643.24,0
5241,15733842,england,597,France,Female,24,1,1,1,0,60420.07,0
5242,15581526,india,574,France,Male,41,1,2,0,0,70550,0
5243,15662751,australia,655,Germany,Female,40,0,1,1,1,198798.44,1
5244,15684319,england,780,Germany,Female,37,10,1,1,0,126310.39,1
5245,15702190,india,672,Spain,Male,43,5,2,1,1,64515.5,0
5246,15588517,australia,717,France,Male,38,7,2,1,1,158580.05,0
5247,15801863,england,521,France,Female,32,2,2,1,1,129353.21,0
5248,15584271,india,633,France,Male,59,5,1,1,1,137273.97,0
5249,15700366,australia,669,France,Male,39,3,1,1,1,171575.54,0
5250,15804038,england,740,France,Male,44,9,1,0,1,96528,1
5251,15720820,india,462,Germany,Female,24,9,2,0,1,64421.02,0
5252,15743759,australia,619,France,Male,39,5,2,1,1,158444.61,0
5253,15749947,england,665,France,Female,44,7,2,1,1,66548.58,0
5254,15670496,india,655,Spain,Female,27,9,2,0,0,108008.05,0
5255,15746664,australia,463,Spain,Male,20,8,1,1,0,128268.39,0
5256,15745533,england,799,France,Female,63,1,2,1,0,37464,1
5257,15761497,india,713,Spain,Female,48,1,1,0,0,157381.14,1
5258,15628600,australia,807,Germany,Female,31,1,3,1,1,194257.11,0
5259,15627002,england,728,France,Male,38,1,1,1,1,139059.05,0
5260,15614635,india,582,France,Male,52,2,1,0,1,40893.61,0
5261,15731281,india,704,Germany,Female,35,3,2,1,1,40261.49,0
5262,15814022,australia,714,France,Female,26,9,1,1,0,46203.31,0
5263,15659194,england,628,France,Male,30,8,1,1,1,13126.9,0
5264,15745030,india,809,Germany,Male,41,1,2,1,0,165675.01,0
5265,15691817,australia,547,Spain,Female,44,5,3,0,0,5459.07,1
5266,15707488,england,560,France,Female,27,5,2,1,0,131919.48,0
5267,15784700,india,811,France,Male,31,7,1,1,1,182372.35,0
5268,15710397,australia,584,France,Male,26,4,2,1,0,147600.54,0
5269,15687648,england,691,France,Male,28,1,2,0,0,92865.41,0
5270,15732281,india,680,Germany,Male,34,6,1,1,0,67142.97,1
5271,15607230,australia,588,Germany,Male,33,9,2,1,1,65611.01,0
5272,15567630,england,721,Germany,Male,40,6,1,1,0,138564.48,1
5273,15587507,india,850,France,Male,47,6,1,1,0,187391.02,1
5274,15733904,australia,529,France,Male,32,9,1,1,0,33656.35,0
5275,15709511,england,622,France,Male,43,8,2,1,0,100618.17,0
5276,15579616,india,683,France,Female,42,8,2,0,1,198134.9,0
5277,15694852,india,575,France,Male,29,4,2,1,1,50368.87,0
5278,15589924,australia,577,Spain,Female,40,1,2,1,1,108787,0
5279,15799300,england,510,Germany,Male,31,0,1,1,0,33099.41,1
5280,15731330,india,652,Spain,Female,40,7,1,1,1,124550.88,0
5281,15694129,australia,569,Germany,Female,28,3,1,1,0,5159.21,1
5282,15620372,england,687,Spain,Male,31,3,2,0,0,48228.1,0
5283,15744622,india,822,France,Male,32,8,1,1,0,108798.36,0
5284,15799815,australia,656,Germany,Female,23,4,1,0,1,21085.12,0
5285,15759250,england,745,Germany,Male,51,3,1,1,1,28922.25,0
5286,15732643,india,386,Spain,Female,53,1,1,1,1,62514.65,1
5287,15690540,australia,684,Spain,Female,41,1,1,0,0,177506.66,0
5288,15803078,england,635,Spain,Female,38,1,2,1,0,90605.05,0
5289,15652180,india,582,France,Male,30,2,2,1,1,132029.95,0
5290,15741195,australia,613,Spain,Male,19,5,1,1,1,176903.35,0
5291,15743490,england,795,Germany,Female,56,9,1,1,0,29239.29,1
5292,15575510,india,659,France,Female,32,2,1,0,1,153662.88,0
5293,15732610,india,745,France,Female,28,6,2,1,0,154389.18,0
5294,15602909,australia,604,Spain,Female,41,10,2,1,1,166224.39,0
5295,15734058,england,509,Germany,Male,32,9,1,1,1,21646.2,0
5296,15801788,india,706,Germany,Female,29,6,1,1,0,171037.63,0
5297,15702462,australia,619,Spain,Female,44,6,1,1,1,112649.22,1
5298,15683416,england,572,Germany,Male,51,8,3,1,1,193014.26,1
5299,15794187,india,695,France,Male,36,6,2,1,0,118120.88,0
5300,15792989,australia,543,France,Female,71,1,1,1,1,25650.04,0
5301,15613734,england,640,France,Female,33,6,2,1,1,113048.79,0
5302,15606177,india,672,France,Male,39,2,2,1,0,87372.49,0
5303,15636700,australia,701,France,Male,39,9,1,0,1,146651.99,0
5304,15645766,england,634,Spain,Male,25,9,2,1,1,8227.91,0
5305,15671345,india,531,Spain,Female,42,6,2,0,0,57034.35,0
5306,15652469,australia,699,France,Male,27,1,2,1,0,93003.21,0
5307,15749638,england,605,France,Female,51,9,1,1,1,165574.54,1
5308,15728706,india,534,France,Female,49,7,1,1,0,13566.48,1
5309,15735439,australia,449,Spain,Female,31,1,1,0,0,82796.29,0
5310,15778696,england,684,Spain,Female,36,5,1,1,0,119830.08,0
5311,15624744,india,622,Germany,Male,42,9,1,0,0,72155.85,1
5312,15584338,australia,714,France,Female,40,0,2,1,0,62762.12,0
5313,15726178,england,712,Spain,Female,48,8,2,1,0,183235.33,0
5314,15794939,india,783,France,Female,72,5,2,1,1,105206.48,0
5315,15788068,australia,743,Germany,Male,45,10,3,1,0,22512.44,1
5316,15572956,england,683,France,Male,36,5,1,1,1,122305.91,0
5317,15780386,india,654,Spain,Male,40,5,1,1,0,173617.09,0
5318,15791114,india,700,France,Male,37,1,1,1,0,160670.37,0
5319,15708046,australia,744,Spain,Male,31,0,1,1,0,158958.9,0
5320,15719779,england,645,Germany,Male,25,1,2,1,0,93073.04,0
5321,15591550,india,525,Spain,Male,36,3,1,1,0,67238.01,0
5322,15639368,australia,732,France,Male,25,0,1,0,0,172576.56,0
5323,15699830,england,721,France,Female,40,7,2,1,1,122580.48,0
5324,15569264,india,622,France,Male,32,5,1,1,1,149043.78,0
5325,15595158,australia,654,Germany,Male,31,5,2,1,1,105218.45,0
5326,15599126,england,529,France,Female,43,0,1,1,1,78463.99,1
5327,15650575,india,720,Spain,Female,59,6,2,1,1,160849.43,1
5328,15641490,australia,850,Germany,Female,25,8,2,1,0,87834.24,0
5329,15680234,england,667,Germany,Male,27,2,1,1,0,166317.71,0
5330,15592230,india,620,France,Male,41,3,2,1,1,137309.06,0
5331,15626212,australia,616,France,Male,29,9,1,1,1,166984.44,0
5332,15700627,england,637,Germany,Female,46,2,1,1,0,166996.46,1
5333,15782641,india,710,Spain,Female,29,3,1,1,0,188022.44,0
5334,15784445,india,717,Spain,Male,33,1,1,0,0,194467.23,0
5335,15813681,australia,786,Germany,Male,24,2,2,1,1,125449.47,0
5336,15596649,england,651,France,Female,39,8,1,1,0,137452.57,0
5337,15700460,india,530,France,Female,55,4,1,0,1,123475.88,1
5338,15724076,australia,815,Spain,Female,57,5,3,0,0,38941.44,1
5339,15784000,england,715,Germany,Female,34,9,1,0,0,177852.57,1
5340,15733966,india,496,Germany,Female,55,4,1,1,1,31532.96,1
5341,15612667,australia,680,Spain,Male,42,0,1,1,0,136377.21,0
5342,15654025,england,646,France,Female,51,4,1,0,0,130541.1,0
5343,15589431,india,807,Germany,Male,47,1,1,1,1,65636.92,0
5344,15578238,australia,727,France,Male,47,7,2,1,0,193305.35,0
5345,15566269,england,787,France,Male,25,5,2,1,0,47307.9,0
5346,15639217,india,806,France,Male,34,6,2,0,0,100809.99,0
5347,15688644,australia,603,France,Male,31,1,1,1,0,109145.2,0
5348,15662426,england,649,Spain,Male,32,1,1,0,1,91167.19,1
5349,15720511,india,547,Germany,Male,41,3,1,1,0,175295.89,1
5350,15567246,india,684,Germany,Male,32,3,2,1,1,127433.47,0
5351,15647965,australia,477,France,Female,57,9,2,1,1,71167.17,1
5352,15679048,england,558,Germany,Male,41,2,1,1,1,111184.67,0
5353,15675749,india,695,France,Female,23,1,2,1,1,141756.32,0
5354,15782181,australia,592,Spain,Male,35,6,1,1,0,72678.75,1
5355,15795738,england,789,France,Male,31,4,1,1,1,172832.9,0
5356,15773751,india,597,France,Female,29,1,1,1,0,158086.33,0
5357,15655436,australia,839,Germany,Male,47,2,1,1,1,168184.62,1
5358,15691396,england,405,Germany,Male,31,5,2,1,1,72950.14,0
5359,15796958,india,658,France,Male,39,7,2,1,0,48378.4,0
5360,15801832,australia,684,Germany,Male,42,1,1,1,1,23135.65,1
5361,15661349,england,633,France,Male,35,10,2,1,0,65675.47,0
5362,15719265,india,589,France,Male,46,9,2,1,0,170676.67,0
5363,15779985,australia,750,Germany,Female,37,1,2,1,1,27366.77,0
5364,15663410,england,771,Spain,Male,51,5,3,1,1,152479.64,1
5365,15704144,india,812,Germany,Male,33,2,2,0,1,105383.49,0
5366,15774104,australia,539,Spain,Male,39,2,2,1,1,48189.94,0
5367,15812230,england,670,Germany,Female,42,5,3,1,1,100324.01,0
5368,15742848,india,673,France,Male,41,5,1,1,1,65657.29,0
5369,15745326,australia,538,France,Female,62,3,1,0,0,17682.02,1
5370,15674541,england,575,Spain,Male,52,8,1,0,0,111342.66,1
5371,15728564,india,682,France,Male,41,6,2,0,1,134158.09,1
5372,15580701,australia,712,France,Male,33,3,1,1,0,79176.09,1
5373,15688973,england,598,Spain,Female,39,5,2,1,1,83103.46,0
5374,15709412,india,776,Spain,Male,30,6,2,0,1,63908.86,0
5375,15607753,india,606,Spain,Female,23,10,1,0,1,90896.04,0
5376,15705352,australia,686,Spain,Male,38,7,1,1,1,76076.2,0
5377,15602500,england,850,Spain,Male,38,1,1,0,1,103902.11,0
5378,15672437,india,642,France,Male,72,1,2,1,1,142223.94,0
5379,15720968,australia,606,Germany,Male,27,2,2,1,0,147533.09,0
5380,15730796,england,627,France,Female,21,7,1,1,1,169156.64,0
5381,15768219,india,850,Spain,Male,36,0,2,1,0,141242.57,0
5382,15663883,australia,850,Germany,Male,32,9,2,1,1,149458.73,0
5383,15589296,england,724,France,Female,40,6,1,1,1,86950.72,0
5384,15586425,india,579,France,Male,28,4,2,1,1,176925.69,0
5385,15679813,australia,727,Spain,Male,28,1,1,1,0,40357.39,0
5386,15681410,england,813,Germany,Female,36,6,1,0,1,26687.22,1
5387,15668283,india,642,France,Male,48,9,4,0,0,78702.98,1
5388,15624072,australia,669,Spain,Male,22,10,2,1,0,176163.74,0
5389,15669664,england,574,Germany,Male,54,1,1,0,0,4896.11,1
5390,15682728,india,774,France,Female,32,4,2,0,0,114899.13,0
5391,15573851,india,735,France,Female,38,1,3,0,0,92220.12,1
5392,15733661,australia,639,Spain,Female,27,8,2,1,0,6251.3,0
5393,15710012,england,738,Spain,Male,44,2,2,1,0,43018.82,1
5394,15763327,india,835,France,Male,32,8,2,1,1,27548.06,0
5395,15668853,australia,637,Spain,Female,44,0,1,1,1,120454.2,0
5396,15639303,england,589,Germany,Male,48,5,1,0,1,133961.19,0
5397,15691011,india,591,France,Male,42,9,2,1,1,131753.97,0
5398,15638513,australia,723,France,Female,40,7,2,0,0,38019.74,0
5399,15648933,england,831,Germany,Male,44,3,1,1,1,28144.07,1
5400,15628904,india,733,Spain,Male,35,8,1,1,1,45959.86,0
5401,15644788,australia,731,France,Female,30,5,2,1,0,189528.72,0
5402,15598161,england,654,France,Male,47,10,2,1,0,170481.98,0
5403,15745624,india,828,France,Male,37,4,2,1,0,94845.45,0
5404,15733169,australia,590,Spain,Male,22,7,1,1,1,161253.08,0
5405,15801417,england,657,France,Male,37,4,1,1,1,115260.72,0
5406,15592707,india,531,Germany,Female,64,2,2,1,1,60721.4,0
5407,15593954,india,516,France,Female,47,6,1,0,0,121365.45,0
5408,15714431,australia,561,France,Male,37,1,2,0,1,101693.73,0
5409,15638257,england,682,Spain,Female,54,0,2,1,1,54132.93,0
5410,15690939,india,575,Spain,Male,28,7,1,1,1,10666.05,0
5411,15723613,australia,623,France,Female,28,4,2,1,0,41227.67,0
5412,15813640,england,642,France,Female,40,7,2,1,0,10712.82,0
5413,15707322,india,779,France,Female,48,2,1,0,0,98912.69,1
5414,15588918,australia,671,France,Female,42,6,2,1,0,197202.48,0
5415,15600357,england,495,France,Female,40,1,2,1,0,150720.39,0
5416,15747014,india,850,France,Female,28,1,1,0,1,74780.13,0
5417,15809830,australia,630,France,Male,50,8,2,0,1,79377.45,0
5418,15662245,england,588,France,Male,32,1,2,1,1,8763.87,0
5419,15651075,india,562,Germany,Male,35,3,1,0,1,177112.7,0
5420,15594456,australia,740,Spain,Female,56,4,1,1,1,85016.64,1
5421,15583462,england,695,France,Male,28,5,2,1,1,88689.4,0
5422,15757661,india,589,France,Female,39,7,2,0,0,95985.64,0
5423,15729117,australia,607,France,Female,31,1,1,1,1,166792.71,0
5424,15749671,england,794,France,Male,35,6,2,1,1,68730.91,0
5425,15566253,india,580,Germany,Male,44,9,1,0,0,146891.07,1
5426,15595153,australia,644,Germany,Female,44,8,2,0,0,148727.42,0
5427,15698572,england,636,Spain,Female,36,1,1,1,0,43134.58,0
5428,15674149,india,599,Germany,Male,36,3,2,1,1,40318.33,0
5429,15623082,australia,507,France,Female,35,2,2,1,0,97633.93,0
5430,15797905,england,682,France,Female,48,7,2,1,0,65069.03,0
5431,15746028,india,714,France,Female,24,7,2,1,0,166335,0
5432,15582951,india,696,France,Female,25,8,1,1,0,121904.44,0
5433,15616471,australia,599,Spain,Male,51,0,1,1,1,175235.99,0
5434,15641575,england,577,France,Male,37,2,1,1,0,56185.05,0
5435,15638803,india,733,Spain,Female,32,5,2,1,0,131625.14,0
5436,15808283,australia,647,France,Female,33,4,1,1,0,152323.04,0
5437,15811200,england,831,France,Female,34,2,2,0,0,165840.94,0
5438,15733476,india,543,Germany,Male,30,6,1,1,1,176692.65,0
5439,15633274,australia,679,France,Male,34,7,1,1,0,121904.14,0
5440,15582168,england,713,Germany,Female,61,4,2,1,0,123663.63,0
5441,15807269,india,690,Germany,Male,43,2,1,0,0,119644.59,1
5442,15602979,australia,751,France,Male,29,1,1,1,0,66825.33,0
5443,15660417,england,613,Germany,Female,43,10,1,0,0,94875.03,1
5444,15590199,india,701,Spain,Male,28,1,1,0,1,76304.73,0
5445,15641794,australia,698,France,Male,33,5,2,0,1,39755,0
5446,15779174,england,451,France,Female,36,2,2,1,1,180142.42,0
5447,15785547,india,665,France,Male,28,8,2,1,0,83238.4,0
5448,15795124,india,726,Germany,Male,50,9,1,0,1,5078.9,0
5449,15718912,australia,608,Germany,Female,44,5,1,0,1,132424.69,1
5450,15592028,england,549,France,Female,46,7,1,1,1,109057.56,0
5451,15580227,india,803,France,Male,33,6,2,1,0,115676.61,0
5452,15657830,australia,663,France,Male,43,4,2,1,0,149401.33,0
5453,15798256,england,558,France,Female,45,1,2,0,0,89891.4,1
5454,15643819,india,714,France,Female,25,4,2,0,0,82500.84,0
5455,15754301,australia,704,France,Male,39,5,1,1,0,6416.92,0
5456,15726855,england,805,Germany,Female,45,9,1,1,0,189428.75,1
5457,15755225,india,659,Germany,Male,34,9,2,1,0,178833.34,0
5458,15725221,australia,738,Germany,Male,62,10,1,1,1,42766.03,0
5459,15789055,england,635,Spain,Male,35,2,1,1,0,90883.12,0
5460,15617507,india,530,Spain,Female,36,7,2,1,0,80619.09,0
5461,15668894,australia,661,Germany,Male,41,5,2,0,1,120646.4,0
5462,15589563,england,531,Spain,Male,31,2,2,0,0,41409.36,0
5463,15693162,india,694,France,Female,29,5,1,0,0,112317.89,0
5464,15750099,india,731,France,Female,36,6,1,0,0,152128.36,0
5465,15795540,australia,556,France,Female,36,2,1,0,1,177670.57,0
5466,15794941,england,647,Germany,Female,41,1,3,1,0,189159.97,0
5467,15611848,india,850,Germany,Male,32,3,1,0,1,159403.68,0
5468,15581237,australia,573,Spain,Male,33,1,1,1,1,149536.15,0
5469,15738150,england,591,France,Male,45,5,2,1,1,155492.87,0
5470,15678571,india,723,France,Male,21,4,2,0,0,24847.02,0
5471,15736124,australia,617,France,Male,25,1,2,1,1,115387.4,0
5472,15623202,england,704,Germany,Female,39,10,2,1,0,171971.25,1
5473,15804201,india,457,Germany,Male,42,4,1,0,1,126106.4,0
5474,15596863,australia,787,Germany,Female,38,3,1,1,1,28228.35,0
5475,15696277,england,651,France,Female,34,9,2,1,0,138113.71,0
5476,15748608,india,612,Germany,Male,42,5,1,1,1,43018.98,0
5477,15723864,australia,828,Spain,Male,47,1,2,1,0,83611.45,1
5478,15802390,england,724,France,Female,34,2,2,1,1,118863.38,0
5479,15774336,india,648,Germany,Male,44,9,2,1,1,91947.74,0
5480,15648766,australia,569,Spain,Male,35,3,1,0,0,94488.82,0
5481,15659094,england,765,Germany,Female,34,8,2,0,0,47058.21,0
5482,15606397,india,577,Germany,Female,44,1,1,0,1,44719.5,1
5483,15642619,australia,603,Spain,Male,46,2,2,1,0,174478.54,0
5484,15666032,england,568,Spain,Male,28,1,1,0,0,45611.51,0
5485,15595842,india,748,Germany,Male,45,2,1,0,0,73853.94,1
5486,15753837,australia,573,Spain,Male,38,4,2,1,1,196517.43,0
5487,15783882,england,771,Spain,Female,41,5,2,0,1,92914.67,0
5488,15799790,india,763,France,Male,35,9,1,1,1,31372.91,0
5489,15628155,india,410,France,Female,35,7,1,1,1,109733.73,0
5490,15703778,australia,728,France,Male,33,8,1,0,1,36083.96,0
5491,15722322,england,655,Spain,Female,78,2,2,0,1,188435.38,0
5492,15639278,india,580,Germany,Female,36,6,2,1,1,169963.2,1
5493,15568487,australia,712,France,Male,35,7,1,1,1,69320.97,0
5494,15682084,england,680,France,Male,31,9,2,1,0,36145.53,0
5495,15642821,india,383,Spain,Female,48,8,1,0,0,137702.01,1
5496,15601387,australia,721,France,Male,35,10,2,1,0,71594.26,0
5497,15642515,england,620,France,Female,42,1,2,0,1,65565.92,0
5498,15710421,india,774,Spain,Female,36,8,1,0,0,101828.39,0
5499,15726774,australia,563,France,Male,35,3,1,0,0,39546.32,0
5500,15649078,england,850,Germany,Female,27,8,2,1,1,110805.79,0
5501,15641877,india,681,France,Male,47,9,1,1,1,2168.13,0
5502,15796496,australia,631,France,Female,31,8,1,1,0,190067.12,0
5503,15815690,england,614,Spain,Female,40,3,1,1,1,77789.01,0
5504,15631739,india,704,Spain,Male,24,10,1,1,1,127654.37,0
5505,15625584,india,786,France,Male,32,2,2,0,0,79602.86,0
5506,15802466,australia,534,France,Female,53,7,2,1,1,80619.17,0
5507,15697028,england,590,Spain,Male,34,0,2,0,1,160346.3,0
5508,15575759,india,583,Spain,Female,40,3,1,1,0,109638.78,1
5509,15567442,australia,656,France,Female,75,3,2,1,1,1276.87,0
5510,15746805,england,597,France,Male,33,9,2,1,0,49374.82,0
5511,15636330,india,588,Germany,Female,48,1,2,1,0,31580.8,1
5512,15714970,australia,667,Germany,Male,32,0,1,1,0,20560.69,0
5513,15653784,england,627,France,Male,37,2,1,0,1,84584.69,0
5514,15693543,india,708,France,Female,33,8,2,0,1,15246.83,0
5515,15773283,australia,641,France,Male,65,6,1,1,0,32607.77,1
5516,15742534,england,527,Germany,Female,28,2,2,1,1,155846.69,0
5517,15569878,india,592,France,Male,37,3,1,1,1,3232.82,0
5518,15729454,australia,465,France,Male,33,8,2,1,0,177668.55,0
5519,15578375,england,628,France,Male,39,6,2,0,0,134441.6,0
5520,15785559,india,678,France,Male,43,1,1,1,0,111032.79,1
5521,15649414,india,570,France,Female,61,6,1,1,1,45214.04,0
5522,15701605,australia,815,France,Male,37,1,1,1,0,67208.3,0
5523,15686696,england,817,France,Female,37,6,2,1,0,80985.88,0
5524,15625586,india,717,France,Male,35,4,1,1,1,167573.06,0
5525,15654975,australia,641,France,Female,53,0,2,0,1,160110.65,0
5526,15782993,england,624,France,Male,51,10,2,1,1,127825.25,0
5527,15774382,india,579,Germany,Male,49,4,1,1,1,123535.05,0
5528,15689602,australia,698,France,Male,38,2,1,1,1,41595.3,0
5529,15756155,england,645,France,Male,32,4,2,0,1,97628.08,0
5530,15812647,india,691,France,Male,34,8,2,1,0,91359.79,0
5531,15736043,australia,638,France,Male,34,6,1,1,1,97755.29,0
5532,15696744,england,705,France,Female,31,3,1,0,0,182528.44,0
5533,15602572,india,720,France,Male,33,9,2,1,1,142956.48,0
5534,15674765,australia,553,Spain,Male,44,4,1,1,0,10789.3,0
5535,15678725,england,658,France,Female,29,8,2,0,1,130461.09,0
5536,15694444,india,648,Germany,Female,32,8,3,1,0,190994.48,1
5537,15795878,australia,636,Spain,Male,45,3,2,1,1,159463.8,0
